SNP,s_giganteum_chr_name,LG,WRC_scaffold,map_position,WRC_scaffold_length,position,accurate_pos,distance_from_origin
29336622_142924,CM021100.1,1,29336622,276778261,323370,142924,276921185,237650630
29336622_142938,CM021100.1,1,29336622,276778261,323370,142938,276921199,237650644
29336622_142949,CM021100.1,1,29336622,276778261,323370,142949,276921210,237650655
29336622_142979,CM021100.1,1,29336622,276778261,323370,142979,276921240,237650685
29336622_143035,CM021100.1,1,29336622,276778261,323370,143035,276921296,237650741
29336622_143163,CM021100.1,1,29336622,276778261,323370,143163,276921424,237650869
29336622_151895,CM021100.1,1,29336622,276778261,323370,151895,276930156,237659601
29379915_171725,CM021100.1,1,29379915,276781605,1471147,171725,276953330,237682775
29379915_171772,CM021100.1,1,29379915,276781605,1471147,171772,276953377,237682822
29379915_171774,CM021100.1,1,29379915,276781605,1471147,171774,276953379,237682824
29379915_180371,CM021100.1,1,29379915,276781605,1471147,180371,276961976,237691421
29378838_202850,CM021100.1,1,29378838,276780763,530158,202850,276983613,237713058
29336622_261097,CM021100.1,1,29336622,276778261,323370,261097,277039358,237768803
29336622_261098,CM021100.1,1,29336622,276778261,323370,261098,277039359,237768804
29336622_261123,CM021100.1,1,29336622,276778261,323370,261123,277039384,237768829
29336622_261147,CM021100.1,1,29336622,276778261,323370,261147,277039408,237768853
29379888_324759,CM021100.1,1,29379888,276778025,336330,324759,277102784,237832229
29379888_324783,CM021100.1,1,29379888,276778025,336330,324783,277102808,237832253
29379888_324848,CM021100.1,1,29379888,276778025,336330,324848,277102873,237832318
29379888_324906,CM021100.1,1,29379888,276778025,336330,324906,277102931,237832376
29379888_324983,CM021100.1,1,29379888,276778025,336330,324983,277103008,237832453
29379052_367299,CM021100.1,1,29379052,276778027,1776487,367299,277145326,237874771
29378491_409287,CM021100.1,1,29378491,276778026,2642172,409287,277187313,237916758
29378491_409352,CM021100.1,1,29378491,276778026,2642172,409352,277187378,237916823
29378491_409435,CM021100.1,1,29378491,276778026,2642172,409435,277187461,237916906
29378491_410994,CM021100.1,1,29378491,276778026,2642172,410994,277189020,237918465
29378491_411129,CM021100.1,1,29378491,276778026,2642172,411129,277189155,237918600
29378491_411163,CM021100.1,1,29378491,276778026,2642172,411163,277189189,237918634
29378491_411250,CM021100.1,1,29378491,276778026,2642172,411250,277189276,237918721
29378491_463044,CM021100.1,1,29378491,276778026,2642172,463044,277241070,237970515
29381445_556903,CM021100.1,1,29381445,276778027,2271468,556903,277334930,238064375
29378491_600656,CM021100.1,1,29378491,276778026,2642172,600656,277378682,238108127
29378491_600690,CM021100.1,1,29378491,276778026,2642172,600690,277378716,238108161
29378491_607341,CM021100.1,1,29378491,276778026,2642172,607341,277385367,238114812
29378955_694980,CM021100.1,1,29378955,276778027,2524568,694980,277473007,238202452
29378955_694999,CM021100.1,1,29378955,276778027,2524568,694999,277473026,238202471
29378955_734639,CM021100.1,1,29378955,276778027,2524568,734639,277512666,238242111
29379052_799242,CM021100.1,1,29379052,276778027,1776487,799242,277577269,238306714
29377027_799354,CM021100.1,1,29377027,276778026,3829491,799354,277577380,238306825
29377027_799360,CM021100.1,1,29377027,276778026,3829491,799360,277577386,238306831
29379052_799361,CM021100.1,1,29379052,276778027,1776487,799361,277577388,238306833
29377027_799479,CM021100.1,1,29377027,276778026,3829491,799479,277577505,238306950
29377027_800105,CM021100.1,1,29377027,276778026,3829491,800105,277578131,238307576
29381445_813689,CM021100.1,1,29381445,276778027,2271468,813689,277591716,238321161
29381445_813690,CM021100.1,1,29381445,276778027,2271468,813690,277591717,238321162
29381445_813710,CM021100.1,1,29381445,276778027,2271468,813710,277591737,238321182
29377027_945642,CM021100.1,1,29377027,276778026,3829491,945642,277723668,238453113
29377027_945695,CM021100.1,1,29377027,276778026,3829491,945695,277723721,238453166
29377027_945741,CM021100.1,1,29377027,276778026,3829491,945741,277723767,238453212
29379915_1173216,CM021100.1,1,29379915,276781605,1471147,1173216,277954821,238684266
29379052_1205635,CM021100.1,1,29379052,276778027,1776487,1205635,277983662,238713107
29379052_1205835,CM021100.1,1,29379052,276778027,1776487,1205835,277983862,238713307
29379052_1205867,CM021100.1,1,29379052,276778027,1776487,1205867,277983894,238713339
29379052_1205892,CM021100.1,1,29379052,276778027,1776487,1205892,277983919,238713364
29378491_1330940,CM021100.1,1,29378491,276778026,2642172,1330940,278108966,238838411
29378491_1330962,CM021100.1,1,29378491,276778026,2642172,1330962,278108988,238838433
29378491_1334108,CM021100.1,1,29378491,276778026,2642172,1334108,278112134,238841579
29378491_1334118,CM021100.1,1,29378491,276778026,2642172,1334118,278112144,238841589
29378491_1334132,CM021100.1,1,29378491,276778026,2642172,1334132,278112158,238841603
29379915_1425555,CM021100.1,1,29379915,276781605,1471147,1425555,278207160,238936605
29381265_1558139,CM021100.1,1,29381265,276778027,1615509,1558139,278336166,239065611
29381265_1558234,CM021100.1,1,29381265,276778027,1615509,1558234,278336261,239065706
29378491_1588942,CM021100.1,1,29378491,276778026,2642172,1588942,278366968,239096413
29378491_1589002,CM021100.1,1,29378491,276778026,2642172,1589002,278367028,239096473
29377027_2159162,CM021100.1,1,29377027,276778026,3829491,2159162,278937188,239666633
29378955_2347146,CM021100.1,1,29378955,276778027,2524568,2347146,279125173,239854618
29377027_2918349,CM021100.1,1,29377027,276778026,3829491,2918349,279696375,240425820
29377027_2918396,CM021100.1,1,29377027,276778026,3829491,2918396,279696422,240425867
29377027_2918703,CM021100.1,1,29377027,276778026,3829491,2918703,279696729,240426174
29377027_2918721,CM021100.1,1,29377027,276778026,3829491,2918721,279696747,240426192
29377027_2919932,CM021100.1,1,29377027,276778026,3829491,2919932,279697958,240427403
29381182_207830,CM021100.1,1,29381182,282399276,706960,207830,282607106,243336551
29381182_207845,CM021100.1,1,29381182,282399276,706960,207845,282607121,243336566
29381182_207849,CM021100.1,1,29381182,282399276,706960,207849,282607125,243336570
29379422_540086,CM021100.1,1,29379422,282399272,2879589,540086,282939358,243668803
29379422_1357447,CM021100.1,1,29379422,282399272,2879589,1357447,283756719,244486164
29379422_1357460,CM021100.1,1,29379422,282399272,2879589,1357460,283756732,244486177
29379422_1357485,CM021100.1,1,29379422,282399272,2879589,1357485,283756757,244486202
29379422_1357493,CM021100.1,1,29379422,282399272,2879589,1357493,283756765,244486210
29379422_1357511,CM021100.1,1,29379422,282399272,2879589,1357511,283756783,244486228
29379422_1357523,CM021100.1,1,29379422,282399272,2879589,1357523,283756795,244486240
29379422_1357530,CM021100.1,1,29379422,282399272,2879589,1357530,283756802,244486247
29379422_1357553,CM021100.1,1,29379422,282399272,2879589,1357553,283756825,244486270
29379422_1357609,CM021100.1,1,29379422,282399272,2879589,1357609,283756881,244486326
29379422_1357617,CM021100.1,1,29379422,282399272,2879589,1357617,283756889,244486334
29379422_1714807,CM021100.1,1,29379422,282399272,2879589,1714807,284114079,244843524
29379422_2651961,CM021100.1,1,29379422,282399272,2879589,2651961,285051233,245780678
29379422_2651965,CM021100.1,1,29379422,282399272,2879589,2651965,285051237,245780682
29379422_2651969,CM021100.1,1,29379422,282399272,2879589,2651969,285051241,245780686
29379422_2651976,CM021100.1,1,29379422,282399272,2879589,2651976,285051248,245780693
29381211_3096,CM021100.1,1,29381211,294126462,1814517,3096,294129558,254859003
29381211_3510,CM021100.1,1,29381211,294126462,1814517,3510,294129972,254859417
29381211_13993,CM021100.1,1,29381211,294126462,1814517,13993,294140455,254869900
29381316_31652,CM021100.1,1,29381316,294128146,2394788,31652,294159798,254889243
29377036_73908,CM021100.1,1,29377036,294125656,1126323,73908,294199564,254929009
29377449_85582,CM021100.1,1,29377449,294130829,419828,85582,294216411,254945856
29377036_120322,CM021100.1,1,29377036,294125656,1126323,120322,294245978,254975423
29377036_120428,CM021100.1,1,29377036,294125656,1126323,120428,294246084,254975529
29377036_122199,CM021100.1,1,29377036,294125656,1126323,122199,294247855,254977300
29378414_207512,CM021100.1,1,29378414,294105695,4873643,207512,294313207,255042652
29378414_207527,CM021100.1,1,29378414,294105695,4873643,207527,294313222,255042667
29381568_199305,CM021100.1,1,29381568,294126241,495717,199305,294325546,255054991
29381568_199376,CM021100.1,1,29381568,294126241,495717,199376,294325617,255055062
29381568_249023,CM021100.1,1,29381568,294126241,495717,249023,294375264,255104709
29381568_249049,CM021100.1,1,29381568,294126241,495717,249049,294375290,255104735
29381568_249091,CM021100.1,1,29381568,294126241,495717,249091,294375332,255104777
29382326_249424,CM021100.1,1,29382326,294127533,644567,249424,294376957,255106402
29382326_251805,CM021100.1,1,29382326,294127533,644567,251805,294379338,255108783
29381568_258248,CM021100.1,1,29381568,294126241,495717,258248,294384489,255113934
29381568_258263,CM021100.1,1,29381568,294126241,495717,258263,294384504,255113949
29381568_258270,CM021100.1,1,29381568,294126241,495717,258270,294384511,255113956
29381568_258284,CM021100.1,1,29381568,294126241,495717,258284,294384525,255113970
29381568_258285,CM021100.1,1,29381568,294126241,495717,258285,294384526,255113971
29380452_287113,CM021100.1,1,29380452,294105695,1310940,287113,294392808,255122253
29380452_313589,CM021100.1,1,29380452,294105695,1310940,313589,294419284,255148729
29382010_304094,CM021100.1,1,29382010,294127734,583877,304094,294431828,255161273
29382010_304118,CM021100.1,1,29382010,294127734,583877,304118,294431852,255161297
29379781_337598,CM021100.1,1,29379781,294105695,1065847,337598,294443293,255172738
29379086_350706,CM021100.1,1,29379086,294105695,1401016,350706,294456401,255185846
29379086_352692,CM021100.1,1,29379086,294105695,1401016,352692,294458387,255187832
29379162_381106,CM021100.1,1,29379162,294105696,4222843,381106,294486802,255216247
29379162_381152,CM021100.1,1,29379162,294105696,4222843,381152,294486848,255216293
29379162_381157,CM021100.1,1,29379162,294105696,4222843,381157,294486853,255216298
29379162_381162,CM021100.1,1,29379162,294105696,4222843,381162,294486858,255216303
29379162_381163,CM021100.1,1,29379162,294105696,4222843,381163,294486859,255216304
29379162_381187,CM021100.1,1,29379162,294105696,4222843,381187,294486883,255216328
29379162_381200,CM021100.1,1,29379162,294105696,4222843,381200,294486896,255216341
29379162_381215,CM021100.1,1,29379162,294105696,4222843,381215,294486911,255216356
29378878_383711,CM021100.1,1,29378878,294118684,9517285,383711,294502395,255231840
29377449_390172,CM021100.1,1,29377449,294130829,419828,390172,294521001,255250446
29377449_390270,CM021100.1,1,29377449,294130829,419828,390270,294521099,255250544
29377449_390322,CM021100.1,1,29377449,294130829,419828,390322,294521151,255250596
29377802_423813,CM021100.1,1,29377802,294105691,1150533,423813,294529504,255258949
29377802_423899,CM021100.1,1,29377802,294105691,1150533,423899,294529590,255259035
29378878_459215,CM021100.1,1,29378878,294118684,9517285,459215,294577899,255307344
29381150_468898,CM021100.1,1,29381150,294127043,4254960,468898,294595941,255325386
29381316_508179,CM021100.1,1,29381316,294128146,2394788,508179,294636325,255365770
29382326_523552,CM021100.1,1,29382326,294127533,644567,523552,294651085,255380530
29382326_523611,CM021100.1,1,29382326,294127533,644567,523611,294651144,255380589
29382326_557659,CM021100.1,1,29382326,294127533,644567,557659,294685192,255414637
29382326_557684,CM021100.1,1,29382326,294127533,644567,557684,294685217,255414662
29377802_673363,CM021100.1,1,29377802,294105691,1150533,673363,294779054,255508499
29377802_673506,CM021100.1,1,29377802,294105691,1150533,673506,294779197,255508642
29377802_673557,CM021100.1,1,29377802,294105691,1150533,673557,294779248,255508693
29377802_673578,CM021100.1,1,29377802,294105691,1150533,673578,294779269,255508714
29380405_686707,CM021100.1,1,29380405,294125632,1581957,686707,294812339,255541784
29380405_686725,CM021100.1,1,29380405,294125632,1581957,686725,294812357,255541802
29380405_686769,CM021100.1,1,29380405,294125632,1581957,686769,294812401,255541846
29380171_709639,CM021100.1,1,29380171,294105695,1954934,709639,294815334,255544779
29380171_724399,CM021100.1,1,29380171,294105695,1954934,724399,294830094,255559539
29380171_724410,CM021100.1,1,29380171,294105695,1954934,724410,294830105,255559550
29380171_724420,CM021100.1,1,29380171,294105695,1954934,724420,294830115,255559560
29380171_724458,CM021100.1,1,29380171,294105695,1954934,724458,294830153,255559598
29377442_735919,CM021100.1,1,29377442,294106834,2389868,735919,294842753,255572198
29377442_735972,CM021100.1,1,29377442,294106834,2389868,735972,294842806,255572251
29377442_736105,CM021100.1,1,29377442,294106834,2389868,736105,294842939,255572384
29377442_736144,CM021100.1,1,29377442,294106834,2389868,736144,294842978,255572423
29377442_736224,CM021100.1,1,29377442,294106834,2389868,736224,294843058,255572503
29377442_736349,CM021100.1,1,29377442,294106834,2389868,736349,294843183,255572628
29377442_736385,CM021100.1,1,29377442,294106834,2389868,736385,294843219,255572664
29380171_773486,CM021100.1,1,29380171,294105695,1954934,773486,294879181,255608626
29381906_756058,CM021100.1,1,29381906,294128182,1469055,756058,294884240,255613685
29381906_756104,CM021100.1,1,29381906,294128182,1469055,756104,294884286,255613731
29381906_756122,CM021100.1,1,29381906,294128182,1469055,756122,294884304,255613749
29377802_780248,CM021100.1,1,29377802,294105691,1150533,780248,294885939,255615384
29381906_827694,CM021100.1,1,29381906,294128182,1469055,827694,294955876,255685321
29381906_827753,CM021100.1,1,29381906,294128182,1469055,827753,294955935,255685380
29381906_827799,CM021100.1,1,29381906,294128182,1469055,827799,294955981,255685426
29378878_846980,CM021100.1,1,29378878,294118684,9517285,846980,294965664,255695109
29378878_847138,CM021100.1,1,29378878,294118684,9517285,847138,294965822,255695267
29381906_842149,CM021100.1,1,29381906,294128182,1469055,842149,294970331,255699776
29379994_901177,CM021100.1,1,29379994,294105696,3124861,901177,295006873,255736318
29379994_901187,CM021100.1,1,29379994,294105696,3124861,901187,295006883,255736328
29381316_942953,CM021100.1,1,29381316,294128146,2394788,942953,295071099,255800544
29381316_943434,CM021100.1,1,29381316,294128146,2394788,943434,295071580,255801025
29379539_1003587,CM021100.1,1,29379539,294105696,1357784,1003587,295109283,255838728
29379539_1003625,CM021100.1,1,29379539,294105696,1357784,1003625,295109321,255838766
29379539_1003641,CM021100.1,1,29379539,294105696,1357784,1003641,295109337,255838782
29382416_1004072,CM021100.1,1,29382416,294105695,8650246,1004072,295109767,255839212
29382416_1004083,CM021100.1,1,29382416,294105695,8650246,1004083,295109778,255839223
29382416_1004220,CM021100.1,1,29382416,294105695,8650246,1004220,295109915,255839360
29379162_1048338,CM021100.1,1,29379162,294105696,4222843,1048338,295154034,255883479
29379162_1048340,CM021100.1,1,29379162,294105696,4222843,1048340,295154036,255883481
29379162_1048388,CM021100.1,1,29379162,294105696,4222843,1048388,295154084,255883529
29379162_1048443,CM021100.1,1,29379162,294105696,4222843,1048443,295154139,255883584
29379162_1052632,CM021100.1,1,29379162,294105696,4222843,1052632,295158328,255887773
