SNP,not_fixed,ref_fixed,alt_fixed,total,not_fixed_exp,ref_fixed_exp,alt_fixed_exp,chi_sq,p.value,p.adj.BH,p.adj.bonf,p.adj.holm
29377622_685555,5,4,1,10,0.625,4.6875,4.6875,33.62666667,4.99E-08,6.54E-07,0.001805073,0.001668059
29377653_4959174,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377676_179234,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377684_4261458,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377685_223907,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377713_250885,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29377713_528259,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377719_248050,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29377731_299738,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377741_942295,1,8,1,10,0.625,4.6875,4.6875,5.466666667,0.065002254,0.372145362,1,1
29377747_818952,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377752_561667,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377752_561766,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377768_2304971,4,5,1,10,0.625,4.6875,4.6875,21.14666667,2.56E-05,0.000269661,0.925746818,0.838282334
29377784_1652596,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377784_1652598,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377784_3399789,2,7,1,10,0.625,4.6875,4.6875,7.066666667,0.029207395,0.197797818,1,1
29377784_3815672,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29377786_267563,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377793_867919,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377816_1899602,1,9,0,10,0.625,4.6875,4.6875,8.88,0.011795939,0.091086802,1,1
29377821_2798228,3,4,3,10,0.625,4.6875,4.6875,9.733333333,0.007698986,0.060985973,1,1
29377859_3025549,7,3,0,10,0.625,4.6875,4.6875,70.32,5.37E-16,1.11E-14,1.94E-11,1.85E-11
29377898_51381,5,4,1,10,0.625,4.6875,4.6875,33.62666667,4.99E-08,6.54E-07,0.001805073,0.001668059
29377931_1426356,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29377945_249972,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377945_250031,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377950_1027584,2,3,5,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29377962_1933492,3,5,2,10,0.625,4.6875,4.6875,10.58666667,0.005024982,0.041809749,1,1
29377971_1850751,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29377971_1850752,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29377975_1061379,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29377981_199073,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377981_257686,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377981_257689,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377981_257729,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377981_47846,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29377990_2437569,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29377995_2368212,1,8,1,10,0.625,4.6875,4.6875,5.466666667,0.065002254,0.372145362,1,1
29378002_268484,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378006_4862408,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378006_5104591,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378006_5104634,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378006_5104769,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378015_4096550,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378015_5808618,1,2,7,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378023_3991186,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378052_2653873,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29378052_2653883,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378052_2728122,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378052_2961335,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378066_2201787,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378074_2936792,4,4,2,10,0.625,4.6875,4.6875,19.86666667,4.85E-05,0.000504936,1,1
29378075_1666896,2,2,6,10,0.625,4.6875,4.6875,4.933333333,0.084867279,0.438418328,1,1
29378099_1579541,1,9,0,10,0.625,4.6875,4.6875,8.88,0.011795939,0.091086802,1,1
29378099_1579556,1,9,0,10,0.625,4.6875,4.6875,8.88,0.011795939,0.091086802,1,1
29378100_285029,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378100_285091,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378100_285098,1,9,0,10,0.625,4.6875,4.6875,8.88,0.011795939,0.091086802,1,1
29378111_69282,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378112_539583,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378112_539584,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378116_3611098,1,1,8,10,0.625,4.6875,4.6875,5.466666667,0.065002254,0.372145362,1,1
29378133_44550,7,3,0,10,0.625,4.6875,4.6875,70.32,5.37E-16,1.11E-14,1.94E-11,1.85E-11
29378133_44649,7,3,0,10,0.625,4.6875,4.6875,70.32,5.37E-16,1.11E-14,1.94E-11,1.85E-11
29378151_2310683,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378151_2374094,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378151_2438341,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378151_2495605,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378151_2834200,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378151_2834409,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378162_3154686,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378162_3291350,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378162_4477917,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378162_5367267,2,6,2,10,0.625,4.6875,4.6875,4.933333333,0.084867279,0.438418328,1,1
29378167_360108,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378173_1419072,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378174_1580253,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378174_1934915,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378174_2211183,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378174_707660,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378174_735036,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378181_130353,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378182_184704,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378212_3244465,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378212_3526165,4,3,3,10,0.625,4.6875,4.6875,19.44,6.01E-05,0.000618955,1,1
29378212_3526216,5,5,0,10,0.625,4.6875,4.6875,35.33333333,2.13E-08,2.82E-07,0.000768948,0.00071175
29378215_546460,5,5,0,10,0.625,4.6875,4.6875,35.33333333,2.13E-08,2.82E-07,0.000768948,0.00071175
29378224_3676746,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378224_3676808,2,3,5,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378226_1479254,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378226_1479304,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378234_871500,7,3,0,10,0.625,4.6875,4.6875,70.32,5.37E-16,1.11E-14,1.94E-11,1.85E-11
29378241_30176,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378241_30183,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378241_30201,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378269_236454,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378269_236831,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378269_312491,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378269_35407,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378269_36557,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378279_1145830,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378279_2833321,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378279_2881874,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378279_8523807,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378279_9640948,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378279_9837691,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378279_9837742,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378286_519560,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378290_19537,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378294_732778,1,2,7,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378313_2565136,1,9,0,10,0.625,4.6875,4.6875,8.88,0.011795939,0.091086802,1,1
29378322_1003403,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378326_32686,7,1,2,10,0.625,4.6875,4.6875,69.46666667,8.23E-16,1.67E-14,2.98E-11,2.83E-11
29378326_32699,5,4,1,10,0.625,4.6875,4.6875,33.62666667,4.99E-08,6.54E-07,0.001805073,0.001668059
29378326_32725,5,3,2,10,0.625,4.6875,4.6875,32.77333333,7.64E-08,9.91E-07,0.002765627,0.002552798
29378326_32750,6,3,1,10,0.625,4.6875,4.6875,49.73333333,1.59E-11,2.57E-10,5.74E-07,5.39E-07
29378329_62024,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378329_62045,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378329_62078,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378329_65968,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378336_263032,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_263036,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_263037,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_263117,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_263118,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_263192,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_263224,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_263248,4,6,0,10,0.625,4.6875,4.6875,23.28,8.81E-06,9.57E-05,0.318599273,0.289519615
29378336_65143,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378351_1318694,1,2,7,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378351_1318785,1,2,7,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378365_883679,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378370_2627719,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378379_1171341,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378387_339607,2,3,5,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378397_88052,4,2,4,10,0.625,4.6875,4.6875,19.86666667,4.85E-05,0.000504936,1,1
29378410_3043937,9,1,0,10,0.625,4.6875,4.6875,119.8133333,9.61E-27,3.50E-25,3.48E-22,3.38E-22
29378434_1001085,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378435_148857,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378460_972306,1,2,7,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378467_3881490,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378467_532476,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378467_532493,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378467_532549,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378468_1890111,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378472_2615500,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378484_1671660,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378484_1898710,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378484_449366,1,9,0,10,0.625,4.6875,4.6875,8.88,0.011795939,0.091086802,1,1
29378484_449373,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378484_449376,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378490_171721,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378490_2389603,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378491_1589011,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378511_1793164,2,6,2,10,0.625,4.6875,4.6875,4.933333333,0.084867279,0.438418328,1,1
29378511_759609,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378511_759648,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378511_759737,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378519_4903534,7,3,0,10,0.625,4.6875,4.6875,70.32,5.37E-16,1.11E-14,1.94E-11,1.85E-11
29378540_1394035,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378540_1406198,1,8,1,10,0.625,4.6875,4.6875,5.466666667,0.065002254,0.372145362,1,1
29378540_1466468,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378540_1533097,1,8,1,10,0.625,4.6875,4.6875,5.466666667,0.065002254,0.372145362,1,1
29378545_298740,7,3,0,10,0.625,4.6875,4.6875,70.32,5.37E-16,1.11E-14,1.94E-11,1.85E-11
29378545_298801,7,3,0,10,0.625,4.6875,4.6875,70.32,5.37E-16,1.11E-14,1.94E-11,1.85E-11
29378558_11261,3,4,3,10,0.625,4.6875,4.6875,9.733333333,0.007698986,0.060985973,1,1
29378558_11306,3,5,2,10,0.625,4.6875,4.6875,10.58666667,0.005024982,0.041809749,1,1
29378561_119207,2,3,5,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378567_167973,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378567_411658,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378568_1754868,2,6,2,10,0.625,4.6875,4.6875,4.933333333,0.084867279,0.438418328,1,1
29378590_3253996,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378590_3254073,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378590_3254790,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378590_3257688,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378609_1171468,2,7,1,10,0.625,4.6875,4.6875,7.066666667,0.029207395,0.197797818,1,1
29378613_474320,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378613_475460,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378653_2222980,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378657_733474,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378657_851544,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378667_1002100,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378682_2324262,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378688_1213199,5,5,0,10,0.625,4.6875,4.6875,35.33333333,2.13E-08,2.82E-07,0.000768948,0.00071175
29378694_927041,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378729_1411730,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378734_446212,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378735_10577929,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378735_9319491,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378735_9348403,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378735_9348541,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378738_335052,1,2,7,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378750_2548294,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378750_2548336,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378750_2548357,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378750_52614,1,7,2,10,0.625,4.6875,4.6875,2.906666667,0.233789689,0.77509252,1,1
29378800_156055,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378800_156149,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378803_10413845,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378803_8824343,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378810_438259,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378810_446743,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29378810_446850,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29378810_782046,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378810_782048,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378810_841118,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378819_1616129,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378819_1621113,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378819_2195274,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378819_2475445,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378827_218986,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378829_2115934,1,8,1,10,0.625,4.6875,4.6875,5.466666667,0.065002254,0.372145362,1,1
29378831_45429,5,4,1,10,0.625,4.6875,4.6875,33.62666667,4.99E-08,6.54E-07,0.001805073,0.001668059
29378837_110832,4,5,1,10,0.625,4.6875,4.6875,21.14666667,2.56E-05,0.000269661,0.925746818,0.838282334
29378840_1215632,2,3,5,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378844_2193141,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378844_2193170,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378844_2767275,2,5,3,10,0.625,4.6875,4.6875,3.653333333,0.160949172,0.653769394,1,1
29378847_255176,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378862_398944,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378876_4667764,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378876_4672177,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378876_4675305,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378876_4675417,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378876_4712625,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378876_4712676,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378876_4712761,1,3,6,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378878_1165758,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378882_308915,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378882_308941,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378882_308962,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378882_309015,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378890_3487953,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29378890_3488105,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378898_645981,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378903_1322581,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378903_1322584,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378903_353943,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
29378915_65393,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378936_568671,5,5,0,10,0.625,4.6875,4.6875,35.33333333,2.13E-08,2.82E-07,0.000768948,0.00071175
29378940_118465,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378940_210422,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378940_676862,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378962_231676,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29378962_27277,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378969_1127671,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378969_1127682,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378969_1127683,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29378969_928442,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29378969_928660,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29378969_928698,4,4,2,10,0.625,4.6875,4.6875,19.86666667,4.85E-05,0.000504936,1,1
29378987_1075843,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29378987_385207,2,4,4,10,0.625,4.6875,4.6875,3.226666667,0.199222431,0.702620531,1,1
29379013_402155,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29379044_4833731,1,5,4,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29379044_510219,1,4,5,10,0.625,4.6875,4.6875,0.346666667,0.840857282,0.903519482,1,1
29379058_2423365,4,5,1,10,0.625,4.6875,4.6875,21.14666667,2.56E-05,0.000269661,0.925746818,0.838282334
29379058_2423366,4,5,1,10,0.625,4.6875,4.6875,21.14666667,2.56E-05,0.000269661,0.925746818,0.838282334
29379058_2661662,1,6,3,10,0.625,4.6875,4.6875,1.2,0.548811636,0.856458118,1,1
29379058_2661677,2,8,0,10,0.625,4.6875,4.6875,10.05333333,0.006560643,0.053347804,1,1
